Index,Text
3151,"This landscape is called Walpole Meadow, It was created by Richard Whitney. It follows the Contemporary Realism style. "
3152,"This landscape is called Spring Willows, It was created by Richard Whitney. It follows the Contemporary Realism style. "
3153,"This abstract is called Circa, It was created by Valerie Jaudon, created in 2012. It follows the P&D (Pattern and Decoration) style. "
3154,"This abstract is called Alphabet, It was created by Valerie Jaudon, created in 2006. It follows the P&D (Pattern and Decoration) style. "
3155,"This abstract is called True to Life, It was created by Valerie Jaudon, created in 2005. It follows the P&D (Pattern and Decoration) style. "
3156,"This illustration is called Illustration from In Childhoods Country (Moulton), It was created by Ethel Reed, created in 1896. It follows the Art Nouveau (Modern) style. It create on print"
3157,"This animal painting is called Wild Horses, It was created by Laurel Burch. "
3158,"This portrait is called Soul and Tears (Paperblanks Design), It was created by Laurel Burch. "
3159,"This illustration is called Illustration from In Childhoods Country (Moulton), It was created by Ethel Reed, created in 1896. It follows the Art Nouveau (Modern) style. It create on print"
3160,"This animal painting is called Indigo Sky Mares, It was created by Laurel Burch. "
3161,"This animal painting is called Imagine, It was created by Laurel Burch. "
3162,"This animal painting is called Woman and Cat (Embossed Portrait), It was created by Laurel Burch. "
3163,"This animal painting is called Dancing Horses, It was created by Laurel Burch. "
3164,"This cloudscape is called Sister Sun & Brother Moon, It was created by Laurel Burch. "
3165,"This animal painting is called Blossoming Spirit Cats, It was created by Laurel Burch. "
3166,"This animal painting is called Dog Quilt, It was created by Laurel Burch. "
3167,"This poster is called The Art of Human Being Collection, It was created by Laurel Burch, created in 1987. "
3168,"This abstract is called It Happened Tomorrow, It was created by Valerie Jaudon, created in 2004. It follows the P&D (Pattern and Decoration) style. "
3169,"This abstract is called Recount, It was created by Valerie Jaudon, created in 1991. It follows the P&D (Pattern and Decoration) style. "
3170,"This figurative is called Truck Lifts Rock by Tower, It was created by David Lynch. It follows the Art Brut style. "
3171,"This abstract is called The Joker is Wild, It was created by Valerie Jaudon, created in 2001. It follows the P&D (Pattern and Decoration) style. "
3172,"This figurative is called Untitled, It was created by David Lynch. It follows the Art Brut,Neo-Expressionism style. "
3173,"This flower painting is called Celestial Lotus, It was created by Laurel Burch, created in 1990. "
3174,"This abstract is called Here and There, It was created by Stanley Whitney. It follows the Post-Painterly Abstraction style. "
3175,"This animal painting is called Birds from the Rainbow Forest, It was created by Laurel Burch. "
3176,"This figurative is called The FUTURE SPEAKS, It was created by Houria Niati, created in 2008. It follows the Contemporary style. "
3177,"This abstract is called Candyman, It was created by Stanley Whitney, created in 2008. It follows the Post-Painterly Abstraction style. "
3178,"This abstract is called SunRa, It was created by Stanley Whitney, created in 2006. It follows the Post-Painterly Abstraction style. "
3179,"This installation is called To Bring Water From The Fountain Has Nothing Romantic About It 1998, It was created by Houria Niati. It follows the Contemporary style. "
3180,"This abstract is called BlackBird, It was created by Stanley Whitney, created in 2006. It follows the Post-Painterly Abstraction style. "
3181,"This animal painting is called Blue Cats with Butterflies, It was created by Laurel Burch. "
3182,"This figurative is called Mother and I, It was created by Houria Niati, created in 2008. It follows the Contemporary style. "
3183,"This abstract is called Indeed, It was created by Valerie Jaudon, created in 1991. It follows the P&D (Pattern and Decoration) style. "
3184,"This abstract is called Great Balls of Fire, It was created by Stanley Whitney, created in 2006. It follows the Post-Painterly Abstraction style. "
3185,"This abstract is called Untitled, It was created by Houria Niati, created in 1995. It follows the Contemporary style. It create on watercolor"
3186,"This animal painting is called Cats, It was created by Laurel Burch. "
3187,"This figurative is called My Home Town Revisited, It was created by Houria Niati, created in 2008. It follows the Contemporary style. "
3188,"This abstract is called Untitled, It was created by Houria Niati, created in 1995. It follows the Contemporary style. It create on watercolor"
3189,"This abstract is called Untitled, June, It was created by Stanley Whitney, created in 1999. It follows the Post-Painterly Abstraction style. "
3190,"This figurative is called Mother on the Beach, It was created by Houria Niati, created in 2008. It follows the Contemporary style. "
3191,"This abstract is called Nigerian Smile, It was created by Stanley Whitney, created in 2012. It follows the Post-Painterly Abstraction style. "
3192,"This abstract is called Untitled, It was created by Houria Niati, created in 1995. It follows the Contemporary style. It create on watercolor"
3193,"This figurative is called The past with No Beginning, It was created by Houria Niati, created in 1985. It follows the Contemporary,Neo-Expressionism style. It create on pastel, paper"
3194,"This figurative is called The Story of M and D, It was created by Houria Niati, created in 1985. It follows the Contemporary,Neo-Expressionism style. It create on pastel, paper"
3195,"This figurative is called The Wings of the Dove, It was created by Houria Niati, created in 1985. It follows the Contemporary,Neo-Expressionism style. It create on pastel, paper"
3196,"This abstract is called Untitled, It was created by Houria Niati, created in 1995. It follows the Contemporary style. It create on watercolor"
3197,"This figurative is called The Green Woman, It was created by Houria Niati, created in 1982. It follows the Contemporary,Neo-Expressionism style. "
3198,"This figurative is called The Yellow Woman, It was created by Houria Niati, created in 1982. It follows the Contemporary,Neo-Expressionism style. "
3199,"This figurative is called The Repetitive Signs, It was created by Houria Niati, created in 1984. It follows the Contemporary,Neo-Expressionism style. It create on pastel, paper"
3200,"This figurative is called Beaute Calme Et Volupte, It was created by Houria Niati, created in 1985. It follows the Contemporary,Neo-Expressionism style. It create on pastel, paper"
3201,"This abstract is called Untitled, It was created by Stanley Whitney, created in 1998. It follows the Post-Painterly Abstraction style. "
3202,"This abstract is called Wilde II, It was created by Melissa Meyer, created in 1998. It follows the Abstract Expressionism style. "
3203,"This figurative is called The Red Woman, It was created by Houria Niati, created in 1982. It follows the Contemporary,Neo-Expressionism style. "
3204,"This figurative is called Yesterday Torture, It was created by Houria Niati, created in 1985. It follows the Contemporary,Neo-Expressionism style. It create on pastel, paper"
3205,"This abstract is called Black and White Diptych, It was created by Melissa Meyer, created in 1989. It follows the Abstract Expressionism style. "
3206,"This abstract is called Blue Night Series #6, It was created by Melissa Meyer, created in 1995. It follows the Abstract Expressionism style. "
3207,"This abstract is called Untitled, It was created by Houria Niati, created in 1995. It follows the Contemporary style. It create on watercolor"
3208,"This is Misericordia, It was created by Melissa Meyer, created in 1981. It follows the Abstract Expressionism style. "
3209,"This abstract is called Wonderland, It was created by Stanley Whitney, created in 2009. It follows the Post-Painterly Abstraction style. "
3210,"This abstract is called I Can't Pretend, It was created by Melissa Meyer, created in 1990. It follows the Abstract Expressionism style. It create on oil, canvas"
3211,"This abstract is called Untitled (Red) / Too Darn Hot, It was created by Melissa Meyer, created in 1995. It follows the Abstract Expressionism style. "
3212,"This abstract is called Arachne, It was created by Melissa Meyer, created in 1984. It follows the Abstract Expressionism style. "
3213,"This abstract is called Untitled, It was created by Valerie Jaudon, created in 1981. It follows the P&D (Pattern and Decoration) style. "
3214,"This abstract is called My Father’s Sketchpad, It was created by Melissa Meyer, created in 1987. It follows the Abstract Expressionism style. "
3215,"This abstract is called Manetta, It was created by Valerie Jaudon, created in 1984. It follows the P&D (Pattern and Decoration) style. "
3216,"This abstract is called Belle Fontaine, It was created by Valerie Jaudon, created in 1976. It follows the P&D (Pattern and Decoration) style. "
3217,"This abstract is called Avalon, It was created by Valerie Jaudon, created in 1976. It follows the P&D (Pattern and Decoration) style. "
3218,"This abstract is called Untitled, It was created by Valerie Jaudon, created in 1975. It follows the P&D (Pattern and Decoration) style. "
3219,"This abstract is called East End, It was created by Valerie Jaudon, created in 1980. It follows the P&D (Pattern and Decoration) style. "
3220,"This landscape is called Spring Thaw, It was created by Richard Whitney. It follows the Contemporary Realism style. "
3221,"This portrait is called Robert Reich, It was created by Richard Whitney. It follows the Contemporary Realism style. "
3222,"This portrait is called Norma Safford, It was created by Richard Whitney. It follows the Contemporary Realism style. It create on oil, canvas"
3223,"This portrait is called Nancy, It was created by Richard Whitney. It follows the Contemporary Realism style. It create on oil, canvas"
3224,"This landscape is called Monadnock Orchard, It was created by Richard Whitney. It follows the Contemporary Realism style. "
3225,"This portrait is called Sandy Laughner, Jr., It was created by Richard Whitney. It follows the Contemporary Realism style. "
3226,"This portrait is called Michael J. McGivney, It was created by Richard Whitney. It follows the Contemporary Realism style. "
3227,"This cityscape is called Matinee, It was created by Richard Whitney. It follows the Contemporary Realism style. "
3228,"This portrait is called Mitt Romney, It was created by Richard Whitney. It follows the Contemporary Realism style. It create on oil, canvas"
3229,"This portrait is called Leticia, It was created by Richard Whitney. It follows the Contemporary Realism style. "
3230,"This portrait is called Lane Kirkland, It was created by Richard Whitney. It follows the Contemporary Realism style. "
3231,"This portrait is called Marion Sadeghi-Nejad, It was created by Richard Whitney. It follows the Contemporary Realism style. It create on oil, canvas"
3232,"This portrait is called John H. Sununu, It was created by Richard Whitney. It follows the Contemporary Realism style. "
3233,"This abstract is called Provincetown, It was created by Melissa Meyer, created in 1973. It follows the Abstract Expressionism style. It create on oil, canvas"
3234,"This portrait is called John W. King, It was created by Richard Whitney. It follows the Contemporary Realism style. "
3235,"This portrait is called Helen Papoutsy, It was created by Richard Whitney. It follows the Contemporary Realism style. "
3236,"This portrait is called James H. Webb, It was created by Richard Whitney. It follows the Contemporary Realism style. "
3237,"This genre painting is called Gathering Flowers, It was created by Richard Whitney. It follows the Contemporary Realism style. It create on oil, canvas"
3238,"This figurative is called The Whirlwind, It was created by Houria Niati, created in 1985. It follows the Contemporary,Neo-Expressionism style. It create on pastel, paper"
3239,"This cityscape is called End of an Era, It was created by Richard Whitney. It follows the Contemporary Realism style. It create on oil, canvas"
3240,"This portrait is called Hugh Gallen, It was created by Richard Whitney. It follows the Contemporary Realism style. "
3241,"This portrait is called Dr. Nelson Kiang, It was created by Richard Whitney. It follows the Contemporary Realism style. It create on oil, canvas"
3242,"This portrait is called Dr. J. William Littler, It was created by Richard Whitney. It follows the Contemporary Realism style. It create on oil, canvas"
3243,"This portrait is called Dean and Roberta Smith, It was created by Richard Whitney. It follows the Contemporary Realism style. It create on oil, canvas"
3244,"This portrait is called Dan Cowan, It was created by Richard Whitney. It follows the Contemporary Realism style. It create on oil, canvas"
3245,"This landscape is called Edges of April Skies, It was created by Richard Whitney. It follows the Contemporary Realism style. "
3246,"This portrait is called Bill and Marie Stinson, It was created by Richard Whitney. It follows the Contemporary Realism style. It create on oil, canvas"
3247,"This portrait is called Glenda, It was created by Richard Whitney. It follows the Contemporary Realism style. "
3248,"This landscape is called Burst of Autumn, It was created by Richard Whitney. It follows the Contemporary Realism style. It create on oil, canvas"
3249,"This abstract is called NYC, It was created by Melissa Meyer, created in 1974. It follows the Abstract Expressionism style. "
3250,"This landscape is called Abandoned Orchard, It was created by Richard Whitney. It follows the Contemporary Realism style. "
3251,"This portrait is called Dr. Nancy Harrington, It was created by Richard Whitney. It follows the Contemporary Realism style. It create on oil, canvas"
3252,"This portrait is called Allen Kenney, It was created by Richard Whitney. It follows the Contemporary Realism style. It create on oil, canvas"
3253,"This self-portrait is called Self Portrait, It was created by Richard Whitney, created in 1973. It follows the Contemporary Realism style. It create on oil, canvas"
3254,"This landscape is called Autumn Storm, It was created by Richard Whitney. It follows the Contemporary Realism style. It create on oil, canvas"
3255,"This illustration is called Boston Sunday Herald Fashion Supplement, It was created by Ethel Reed, created in 1896. It follows the Art Nouveau (Modern) style. It create on print"
3256,"This poster is called Railway Poster, It was created by Ethel Reed, created in 1896. It follows the Art Nouveau (Modern) style. It create on print"
3257,"This illustration is called Time and the Hour, It was created by Ethel Reed, created in 1896. It follows the Art Nouveau (Modern) style. It create on print"
3258,"This illustration is called Folly or Saintless, It was created by Ethel Reed. It follows the Art Nouveau (Modern) style. "
3259,"This design is called Field Flowers, It was created by Ethel Reed, created in 1896. It follows the Art Nouveau (Modern) style. It create on print"
3260,"This portrait is called Roaring River Apostle (Serious Smoker Series), It was created by Barkley L. Hendricks, created in 2004. It follows the Pop Art,Photorealism style. "
3261,"This portrait is called Fela. Amen, Amen, Amen, Amen, It was created by Barkley L. Hendricks, created in 2002. It follows the Pop Art,Photorealism style. "
3262,"This illustration is called The House of Trees and Other Poems, It was created by Ethel Reed, created in 1895. It follows the Art Nouveau (Modern) style. "
3263,"This abstract is called Black Light Painting (Glitter Series), It was created by Mary Corse, created in 1975. It follows the Light and Space style. "
3264,"This cityscape is called Perspectiva, It was created by David Ligare, created in 2000. It follows the Hyper-Realism style. "
3265,"This abstract is called Untitled (Black Earth Series), It was created by Mary Corse, created in 1978. It follows the Light and Space style. "
3266,"This cityscape is called Ponte Vecchio, It was created by David Ligare, created in 1996. It follows the Hyper-Realism style. "
3267,"This still life is called Still Life with Grape Juice and Sandwiches (Xenia), It was created by David Ligare, created in 1994. It follows the Hyper-Realism style. "
3268,"This still life is called Still Life with Candle, It was created by David Ligare, created in 1999. It follows the Hyper-Realism style. "
3269,"This genre painting is called Landscape with an Archer, It was created by David Ligare, created in 1991. It follows the Hyper-Realism style. "
3270,"This animal painting is called Landscape with a Running Horse, It was created by David Ligare, created in 1990. It follows the Hyper-Realism style. "
3271,"This landscape is called In Praise of Italy, It was created by David Ligare, created in 1987. It follows the Hyper-Realism style. "
3272,"This literary painting is called Achilles and the Body of Patroclus, It was created by David Ligare, created in 1986. It follows the Hyper-Realism style. "
3273,"This mythological painting is called Hercules Protecting the Balance Between Pleasure and Virtue, It was created by David Ligare, created in 1993. It follows the Hyper-Realism style. "
3274,"This abstract is called I Got Rhythm, It was created by Melissa Meyer, created in 1996. It follows the Abstract Expressionism style. "
3275,"This mythological painting is called Arete, It was created by David Ligare, created in 2000. It follows the Hyper-Realism style. "
3276,"This figurative is called Untitled (Super rich), It was created by Barbara Kruger. It follows the Conceptual Art,Feminist Art style. "
3277,"This figurative is called Untitled (Memory is your image of perfection), It was created by Barbara Kruger. It follows the Conceptual Art,Feminist Art style. "
3278,"This figurative is called Untitled (Your seeing is believing), It was created by Barbara Kruger. It follows the Conceptual Art,Feminist Art style. "
3279,"This figurative is called Untitled (Not stupid enough), It was created by Barbara Kruger. It follows the Conceptual Art,Feminist Art style. "
3280,"This figurative is called Untitled (Money Makes Money), It was created by Barbara Kruger, created in 2001. It follows the Conceptual Art style. "
3281,"This figurative is called Face It (Green), It was created by Barbara Kruger, created in 2007. It follows the Conceptual Art style. "
3282,"This installation is called Untitled (Chessboard), It was created by Barbara Kruger, created in 2006. It follows the Conceptual Art style. "
3283,"This abstract is called Accomplice, It was created by Valerie Jaudon, created in 1991. It follows the P&D (Pattern and Decoration) style. "
3284,"This figurative is called Untitled (Not cruel enough), It was created by Barbara Kruger, created in 1997. It follows the Conceptual Art style. "
3285,"This figurative is called Untitled (Who is bought and sold?), It was created by Barbara Kruger, created in 1990. It follows the Conceptual Art style. "
3286,"This figurative is called Untitled (Thinking of You), It was created by Barbara Kruger, created in 1999. It follows the Conceptual Art style. "
3287,"This figurative is called Untitled (I shop therefore I am), It was created by Barbara Kruger, created in 1987. It follows the Conceptual Art,Feminist Art style. It create on silkscreen, vinyl"
3288,"This figurative is called Untitled (You are a very special person), It was created by Barbara Kruger. It follows the Conceptual Art,Feminist Art style. "
3289,"This figurative is called Untitled (Worth Every Penny), It was created by Barbara Kruger, created in 1987. It follows the Conceptual Art style. "
3290,"This figurative is called Untitled (Buy Me), It was created by Barbara Kruger, created in 1984. It follows the Conceptual Art style. "
3291,"This abstract is called Untitled, It was created by Valerie Jaudon, created in 1976. It follows the P&D (Pattern and Decoration) style. "
3292,"This figurative is called Untitled (You Construct Intricate Rituals), It was created by Barbara Kruger, created in 1981. It follows the Conceptual Art style. "
3293,"This figurative is called Untitled (Questions), It was created by Barbara Kruger, created in 1991. It follows the Conceptual Art style. "
3294,"This figurative is called Untitled (Money can buy you love), It was created by Barbara Kruger, created in 1985. It follows the Conceptual Art,Feminist Art style. "
3295,"This literary painting is called Penelope, It was created by David Ligare, created in 1980. It follows the Hyper-Realism style. "
3296,"This poster is called Untitled (Your body is a battleground), It was created by Barbara Kruger, created in 1989. It follows the Conceptual Art,Feminist Art style. It create on silkscreen"
3297,"This installation is called Untitled, It was created by Mary Corse, created in 1968. It follows the Light and Space style. "
3298,"This installation is called Untitled (Space + Electric Light), It was created by Mary Corse, created in 1968. It follows the Light and Space style. "
3299,"This symbolic painting is called Symi (Thrown Drapery), It was created by David Ligare, created in 1978. It follows the Hyper-Realism style. "
3300,"This installation is called Untitled (White Light Series), It was created by Mary Corse, created in 1968. It follows the Light and Space style. "
3301,"This installation is called Wittgenstein, It was created by Joseph Kosuth. It follows the Conceptual Art style. "
3302,"This installation is called Untitled, It was created by Mary Corse, created in 1967. It follows the Light and Space style. "
3303,"This abstract is called Untitled, It was created by Mary Corse, created in 1966. It follows the Light and Space style. "
3304,"This abstract is called Untitled (White Light - Beveled Edges), It was created by Mary Corse, created in 1970. It follows the Light and Space style. "
3305,"This figurative is called Untitled (You are seduced), It was created by Barbara Kruger, created in 1982. It follows the Conceptual Art,Feminist Art style. "
3306,"This installation is called Titled (Art as Idea as Idea) (Water), It was created by Joseph Kosuth, created in 1966. It follows the Conceptual Art style. "
3307,"This installation is called One and three photograph English-German, It was created by Joseph Kosuth, created in 1965. It follows the Conceptual Art style. "
3308,"This installation is called One and Three Lamps, It was created by Joseph Kosuth, created in 1965. It follows the Conceptual Art style. "
3309,"This installation is called One and Three Chairs, It was created by Joseph Kosuth, created in 1965. It follows the Conceptual Art style. It create on mixed media"
3310,"This installation is called Three Adjectives Described, It was created by Joseph Kosuth, created in 1965. It follows the Conceptual Art style. "
3311,"This installation is called Five Words in Green Neon, It was created by Joseph Kosuth, created in 1965. It follows the Conceptual Art style. "
3312,"This installation is called Four Colors Four Words, It was created by Joseph Kosuth, created in 1966. It follows the Conceptual Art style. "
3313,"This installation is called Untitled (White Light Series), It was created by Mary Corse, created in 1966. It follows the Light and Space style. "
3314,"This abstract is called Untitled (White Diamond), It was created by Mary Corse, created in 1965. It follows the Light and Space style. "
3315,"This installation is called One and eight - a description, It was created by Joseph Kosuth, created in 1965. It follows the Conceptual Art style. "
3316,"This installation is called Untitled (Triangular Columns), It was created by Mary Corse, created in 1965. It follows the Light and Space style. "
3317,"This abstract is called Untitled (White Octagon), It was created by Mary Corse, created in 1964. It follows the Light and Space style. "
3318,"This installation is called Untitled (Triangular Columns), It was created by Mary Corse, created in 1965. It follows the Light and Space style. "
3319,"This abstract is called Untitled (Blue Octagon), It was created by Mary Corse, created in 1964. It follows the Light and Space style. "
3320,"This symbolic painting is called Naxos (Thrown Drapery), It was created by David Ligare, created in 1978. It follows the Hyper-Realism style. "
3321,"This abstract is called Untitled (White Hexagon), It was created by Mary Corse, created in 1964. It follows the Light and Space style. "
3322,"This installation is called Clock (One and Five), It was created by Joseph Kosuth, created in 1965. It follows the Conceptual Art style. "
3323,"This installation is called One and Three Shovels, It was created by Joseph Kosuth, created in 1965. It follows the Conceptual Art style. "
3324,"This figurative is called Jawbone of An Ass, It was created by Barkley L. Hendricks, created in 1979. It follows the Photorealism style. "
3325,"This figurative is called Untitled, It was created by Barkley L. Hendricks, created in 1979. It follows the Photorealism style. "
3326,"This installation is called Subject and Object, It was created by Joseph Kosuth, created in 1966. It follows the Conceptual Art style. "
3327,"This figurative is called Untitled, It was created by Barkley L. Hendricks, created in 1979. It follows the Photorealism style. "
3328,"This figurative is called Flowers for Rosalyn, It was created by Barkley L. Hendricks, created in 1979. It follows the Photorealism style. "
3329,"This portrait is called A.P.B’s (Afro Parisian Brothers), It was created by Barkley L. Hendricks, created in 1978. It follows the Pop Art,Photorealism style. "
3330,"This portrait is called Noir, It was created by Barkley L. Hendricks, created in 1978. It follows the Pop Art,Photorealism style. "
3331,"This figurative is called Big Peanut, Little Peanut, It was created by Barkley L. Hendricks, created in 1979. It follows the Photorealism,Conceptual Art style. "
3332,"This figurative is called Sidecard #1 (For Miles), It was created by Barkley L. Hendricks, created in 1979. It follows the Photorealism,Conceptual Art style. "
3333,"This figurative is called Untitled (We don't need another hero), It was created by Barbara Kruger, created in 1986. It follows the Conceptual Art,Feminist Art style. "
3334,"This portrait is called Sweet Thang (Lynn Jennings), It was created by Barkley L. Hendricks, created in 1975. It follows the Pop Art,Photorealism style. "
3335,"This figurative is called Duet, It was created by Barkley L. Hendricks, created in 1975. It follows the Photorealism,Conceptual Art style. "
3336,"This illustration is called In Childhoods Company, It was created by Ethel Reed, created in 1896. It follows the Art Nouveau (Modern) style. It create on print"
3337,"This portrait is called Family Jules. NNN (No Naked Niggahs), It was created by Barkley L. Hendricks, created in 1974. It follows the Pop Art,Photorealism style. "
3338,"This figurative is called No Money, No Honey, It was created by Barkley L. Hendricks, created in 1974. It follows the Photorealism,Conceptual Art style. "
3339,"This portrait is called Basir (Robert Gowens), It was created by Barkley L. Hendricks, created in 1974. It follows the Photorealism,Pop Art style. "
3340,"This portrait is called YOCKS, It was created by Barkley L. Hendricks, created in 1975. It follows the Pop Art,Photorealism style. "
3341,"This portrait is called The Way You Look Tonight. Diagonal Graciousness, It was created by Barkley L. Hendricks, created in 1981. It follows the Photorealism,Pop Art style. "
3342,"This figurative is called Rear Entry, It was created by Barkley L. Hendricks, created in 1974. It follows the Photorealism,Conceptual Art style. "
3343,"This figurative is called Jive Turkey, It was created by Barkley L. Hendricks, created in 1974. It follows the Photorealism,Conceptual Art style. "
3344,"This portrait is called NORTH PHILLY NIGGAH (WILLIAM CORBETT), It was created by Barkley L. Hendricks, created in 1975. It follows the Pop Art,Photorealism style. "
3345,"This figurative is called The Sugar, It was created by Barkley L. Hendricks, created in 1975. It follows the Photorealism,Conceptual Art style. "
3346,"This abstract is called Beach, It was created by Sean Scully. It follows the Color Field Painting style. "
3347,"This figurative is called Charles Christopher Parker Jr. Series (Confirmation), It was created by Barkley L. Hendricks, created in 1979. It follows the Photorealism,Conceptual Art style. "
3348,"This portrait is called Lawdy Mama, It was created by Barkley L. Hendricks, created in 1969. It follows the Pop Art,Photorealism style. "
3349,"This figurative is called Chair in the Sky (for Mingus), It was created by Barkley L. Hendricks, created in 1980. It follows the Photorealism,Conceptual Art style. "
3350,"This portrait is called Icon for My Superman, (Superman Never Saved Any Black People Bobby Seale), It was created by Barkley L. Hendricks, created in 1969. It follows the Pop Art,Photorealism style. "
3351,"This abstract is called Paris Black, It was created by Sean Scully, created in 2004. It follows the Neo-Minimalism style. "
3352,"This abstract is called Dark Bridge, It was created by Sean Scully, created in 2003. It follows the Neo-Minimalism style. "
3353,"This abstract is called Black White White, It was created by Sean Scully, created in 1996. It follows the Neo-Minimalism style. "
3354,"This abstract is called Coloured Wall, It was created by Sean Scully, created in 2003. It follows the Color Field Painting,Neo-Minimalism style. "
3355,"This abstract is called Checker, It was created by Sean Scully, created in 1994. It follows the Neo-Minimalism style. "
3356,"This portrait is called Buck, It was created by Barkley L. Hendricks, created in 1970. It follows the Pop Art,Photorealism style. "
3357,"This abstract is called TT, It was created by Sean Scully, created in 1994. It follows the Neo-Minimalism style. "
3358,"This abstract is called Yellow Red, It was created by Sean Scully, created in 1994. It follows the Color Field Painting,Neo-Minimalism style. "
3359,"This abstract is called Untitled, It was created by Sean Scully, created in 1993. It follows the Color Field Painting style. "
3360,"This abstract is called Durango I, It was created by Sean Scully, created in 1991. It follows the Neo-Minimalism style. "
3361,"This abstract is called Backs Fronts Windows, It was created by Sean Scully, created in 1993. It follows the Color Field Painting,Neo-Geo style. "
3362,"This abstract is called Union Grey, It was created by Sean Scully, created in 1994. It follows the Neo-Minimalism style. "
3363,"This abstract is called Standing II, It was created by Sean Scully, created in 1986. It follows the Neo-Geo style. "
3364,"This abstract is called Untitled, It was created by Sean Scully, created in 1983. It follows the Color Field Painting style. "
3365,"This abstract is called Untitled No. 6, It was created by Sean Scully, created in 1979. It follows the Minimalism style. "
3366,"This abstract is called Cradle, It was created by Sean Scully, created in 1985. It follows the Color Field Painting style. "
3367,"This illustration is called The White Wampun, It was created by Ethel Reed, created in 1895. It follows the Art Nouveau (Modern) style. It create on print"
3368,"This illustration is called Illustration from In Childhoods Country (Moulton), It was created by Ethel Reed, created in 1895. It follows the Art Nouveau (Modern) style. It create on print"
3369,"This abstract is called Untitled (6.24.92), It was created by Sean Scully, created in 1992. It follows the Color Field Painting style. "
3370,"This abstract is called Block, It was created by Sean Scully, created in 1986. It follows the Neo-Minimalism style. "
3371,"This abstract is called Untitled, It was created by Sean Scully, created in 1973. It follows the Minimalism style. "
3372,"This abstract is called Conversation, It was created by Sean Scully, created in 1986. It follows the Neo-Geo style. "
3373,"This figurative is called Grundriß, pars pro toto V, It was created by Lothar Baumgarten, created in 2005. It follows the Conceptual Art style. "
3374,"This abstract is called Blanco, It was created by Harmony Hammond, created in 2013. It follows the Post-Minimalism style. "
3375,"This portrait is called Sir Charles, Alias While Harris, It was created by Barkley L. Hendricks, created in 1972. It follows the Pop Art,Photorealism style. "
3376,"This cityscape is called Light Blue Cityscape no. 4, It was created by Martha Diamond, created in 1996. It follows the Neo-Expressionism style. "
3377,"This installation is called Levitated Mass, It was created by Michael Heizer, created in 2012. It follows the Environmental (Land) Art,Minimalism style. "
3378,"This installation is called Akhob, It was created by James Turrell, created in 2013. It follows the Light and Space style. "
3379,"This installation is called Roden Crater, It was created by James Turrell. It follows the Environmental (Land) Art style. "
3380,"This sculpture is called Untitled, It was created by Judith Scott. It follows the Outsider art style. "
3381,"This sculpture is called Untitled, It was created by Judith Scott. It follows the Outsider art style. "
3382,"This figurative is called The Girl with the Faberge Ass, It was created by Robert Williams. It follows the Lowbrow Art style. "
3383,"This figurative is called The Flotsam Dilettante and the Little Visitation That Only a Derelic Could Understand, It was created by Robert Williams. It follows the Lowbrow Art style. "
3384,"This figurative is called In The Pavilion of The Red Clown, It was created by Robert Williams. It follows the Lowbrow Art style. "
3385,"This design is called Santa Cruz Skateboards, It was created by Robert Williams. It follows the Lowbrow Art style. "
3386,"This is The ship is going under, the ice is breaking through, It was created by Lothar Baumgarten, created in 2016. "
3387,"This installation is called A.C.Q. I, It was created by Senga Nengudi, created in 2017. It follows the Post-Minimalism style. "
3388,"This figurative is called The Appetite That Dare Not Be Appeased, It was created by Robert Williams, created in 1999. It follows the Lowbrow Art style. "
3389,"This figurative is called Putting The Genie Back in the Bottle, It was created by Robert Williams, created in 2000. It follows the Lowbrow Art style. "
3390,"This figurative is called Face Value, It was created by Robert Williams. It follows the Lowbrow Art style. "
3391,"This sculpture is called Untitled (Sculptural Study, Two-part Vertical Construction), It was created by Fred Sandback, created in 1986. It follows the Minimalism style. "
3392,"This abstract is called Six Lithographs, It was created by Fred Sandback, created in 1975. It follows the Minimalism style. "
3393,"This abstract is called Untitled, It was created by Fred Sandback, created in 1974. It follows the Minimalism style. "
3394,"This sculpture is called Untitled (Leaning Vertical Construction), It was created by Fred Sandback, created in 1974. It follows the Minimalism style. "
3395,"This installation is called Columbus, It was created by Howardena Pindell, created in 2020. It follows the Postcolonial art style. "
3396,"This sculpture is called Untitled (Sculptural Study, Six-part Construction) (detail), It was created by Fred Sandback, created in 1977. It follows the Minimalism style. "
3397,"This portrait is called SIR NELSON. SOLID!, It was created by Barkley L. Hendricks, created in 1970. It follows the Pop Art,Photorealism style. "
3398,"This abstract is called Raval Rojo, It was created by Sean Scully, created in 2004. It follows the Color Field Painting style. "
3399,"This installation is called Four Little Girls, It was created by Howardena Pindell, created in 2020. It follows the Conceptual Art,Postcolonial art style. "
3400,"This abstract is called Peter Squares Waterfall Johnson Vermont TP 5, It was created by Howardena Pindell, created in 1986. It follows the Lyrical Abstraction style. "
3401,"This figurative is called Separate but Equal Genocide: AIDS, It was created by Howardena Pindell, created in 1992. It follows the Conceptual Art style. "
3402,"This figurative is called Rambo Real Estate: Homelessness, It was created by Howardena Pindell, created in 1987. It follows the Conceptual Art,Postcolonial art style. It create on collage"
3403,"This figurative is called Autobiography: India (Lakshmi), It was created by Howardena Pindell, created in 1984. It follows the Postcolonial art style. It create on collage"
3404,"This abstract is called Untitled #20 (Dutch Wives Circled and Squared), It was created by Howardena Pindell, created in 1978. It follows the Lyrical Abstraction style. "
